1.91E+02	1.69E+00	0.00E+00
1.94E+02	1.67E+00	0.00E+00
1.97E+02	1.66E+00	0.00E+00
2.00E+02	1.66E+00	0.00E+00
2.03E+02	1.65E+00	0.00E+00
2.07E+02	1.64E+00	0.00E+00
2.10E+02	1.63E+00	0.00E+00
2.14E+02	1.62E+00	0.00E+00
2.18E+02	1.62E+00	0.00E+00
2.21E+02	1.61E+00	0.00E+00
2.25E+02	1.60E+00	0.00E+00
2.30E+02	1.60E+00	0.00E+00
2.34E+02	1.59E+00	0.00E+00
2.38E+02	1.59E+00	0.00E+00
2.43E+02	1.59E+00	0.00E+00
2.48E+02	1.58E+00	0.00E+00
2.53E+02	1.58E+00	0.00E+00
2.58E+02	1.57E+00	0.00E+00
2.64E+02	1.57E+00	0.00E+00
2.70E+02	1.57E+00	0.00E+00
2.76E+02	1.56E+00	0.00E+00
2.82E+02	1.56E+00	0.00E+00
2.88E+02	1.56E+00	0.00E+00
2.95E+02	1.55E+00	0.00E+00
3.02E+02	1.55E+00	0.00E+00
3.10E+02	1.55E+00	0.00E+00
3.18E+02	1.55E+00	0.00E+00
3.26E+02	1.54E+00	0.00E+00
3.35E+02	1.54E+00	0.00E+00
3.44E+02	1.54E+00	0.00E+00
3.54E+02	1.54E+00	0.00E+00
3.65E+02	1.54E+00	0.00E+00
3.76E+02	1.53E+00	0.00E+00
3.87E+02	1.53E+00	0.00E+00
4.00E+02	1.53E+00	0.00E+00
4.13E+02	1.53E+00	0.00E+00
4.28E+02	1.53E+00	0.00E+00
4.43E+02	1.53E+00	0.00E+00
4.59E+02	1.52E+00	0.00E+00
4.77E+02	1.52E+00	0.00E+00
4.96E+02	1.52E+00	0.00E+00
5.17E+02	1.52E+00	0.00E+00
5.39E+02	1.52E+00	0.00E+00
5.64E+02	1.52E+00	0.00E+00
5.90E+02	1.52E+00	0.00E+00
6.20E+02	1.52E+00	0.00E+00
6.53E+02	1.51E+00	0.00E+00
6.89E+02	1.51E+00	0.00E+00
7.29E+02	1.51E+00	0.00E+00
7.75E+02	1.51E+00	0.00E+00
8.27E+02	1.51E+00	0.00E+00
8.86E+02	1.51E+00	0.00E+00
9.54E+02	1.51E+00	0.00E+00
1.03E+03	1.51E+00	0.00E+00
1.13E+03	1.51E+00	0.00E+00
1.24E+03	1.50E+00	0.00E+00
